"投開票所編號",設置地點,詳細地址,"所轄選舉人里鄰別","所轄原住民 選舉人里鄰別",電話號碼,備註
"965","王氏太原堂幼稚園多元視聽教室","迪化街2段243巷2號",""鄰江里 11,13-15,20-22"","鄰江里全里","25945355",
"966","王氏太原堂幼稚園A教室(由後門進入)","迪化街二段243巷2號(重慶北路3段252巷)","鄰江里12,19,23-29","25945355",
"967","福圓宮","民族西路303巷9號","鄰江里4-10","25967660",
"968","蘭州國中英語教室","大龍街187巷1號","至聖里1-7","25918269",
"969","蘭州國中生活教育室","大龍街187巷1號","至聖里8-13","至聖里全里","25918269",
"970","蘭州國中9年3班教室","大龍街187巷1號","至聖里14-20","25918269",
"971","蘭州國中9年1班教室","大龍街187巷1號","至聖里21-27","25918269",
"972","蘭州國中資源教室(一)","大龍街187巷1號","至聖里28-33","25918269",
"973","啟聰學校國小仁班","重慶北路3段320號","老師里1-3,5-6","25924446#311",
"974","啟聰學校國小忠班","重慶北路3段320號","老師里7-10,18-20","25924446#311",
"975","老師區民活動中心","敦煌路160之2號","老師里11,13-15,17","25975323",
"976","慶昌區民活動中心","敦煌路臨159號","老師里4,12,16,21-22","老師里全里","25975323",
"977","大龍國小自然教室(一)","哈密街47號","重慶里1-5,11","25942635#835",
"978","重慶國中八年一班","敦煌路19號","重慶里6,9-10,15-17","25948631",
"979","重慶國中八年三班","敦煌路19號","重慶里8,14,18,21-23","重慶里全里","25948631",
"980","重慶國中八年十班","敦煌路19號","重慶里7,12-13,19-20","25948631",
"981","大龍國小社會教室(一)","哈密街47號","保安里1-4,9-10","保安里全里","25942635#835",
"982","大龍國小社會教室(三)","哈密街47號","保安里5,8,11-13,15","25942635#835",
"983","大龍國小英語教室(四)","哈密街47號","保安里6-7,14,16-17","25942635#835",
"984","水源區民活動中心(前段)","羅斯福路4段92號4樓","水源里1-4,6","","23416721轉255",
"985","水源區民活動中心(後段)","羅斯福路4段92號4樓","水源里5,7-10","水源里全里","23416721轉255",
"986","南華高中","汀州路3段58號","富水里1-5,9,10","富水里全里","23686818",
"987","富水區民活動中心","水源路臨28號","富水里6-8,11-12","","23656541",
"988","永興宮","羅斯福路3段210巷12號","文盛里1-5","文盛里全里","23670773",
"989","中華福音神學院會客室","汀州路3段101號","文盛里6-10","","23659151",
"990","螢橋國中會議室","汀州路3段4號","林興里1-7","林興里全里","23688667轉234",
"991","螢橋國中健體教室","汀州路3段4號","林興里8-16","","23688667轉234",
"992","客家主題園區一樓多功能教室","汀州路3段2號","林興里17-21","","23691198轉102",
"993","河堤國小1年1班教室","汀州路2段180號","河堤里1-6","河堤里全里","23677144轉32",
"994","河堤國小1年2班教室","汀州路2段180號","河堤里7-13","","23677144轉32",
"995","河堤國小1年3班教室","汀州路2段180號","河堤里14-19","","23677144轉32",
"996","王貫英先生紀念圖書館（視聽室）","汀州路2段265號","頂東里13-17","","23678734",
"997","十普寺","南昌路2段140號","頂東里8-12","頂東里全里","23653701",
"998","金融研訓院","羅斯福路3段62號","頂東里5-7,18-20,22","","33653604",
"999","保固大樓1樓大廳","羅斯福路3段100號","頂東里1-4,21,23-24","","23679498",
"1000","河堤國小2年1班教室","汀州路2段180號","網溪里8,10,18,21,22","","23677144轉32",
"1001","河堤國小2年2班教室","汀州路2段180號","網溪里2,9,12,17,19,23","","23677144轉32",
"1002","莆仙同鄉會","同安街90號","網溪里1,3,5,11,14,20,24","網溪里全里","23654837",
"1003","河堤國小多功能教室兼會議室","汀洲路2段180號","網溪里4,6,7,13,15,16","","23677561",
"1004","強恕中學禮堂旁停車場","汀州路2段143號","板溪里1-6,8","","23656574",
"1005","強恕中學106教室","汀州路2段143號","板溪里7,9-14","板溪里全里","23656574",
"1006","基督教廈門街浸信會","廈門街81巷20號","螢圃里2-3,9-10,12,14,15,17,18","","23687582轉211",
"1007","通法禪寺","廈門街34巷15號","螢圃里1,4,5,21-26","螢圃里全里","23653573",
"1008","螢橋國小2年2班教室","詔安街29號","螢圃里6-8,11,13,16,19,20","","23054620轉109",
"1009","螢橋國小1年1班教室","詔安街29號","螢雪里1-6","","23054620轉109",
"1010","螢橋國小","1年3班教室","詔安街29號","螢雪里7-12","","23054620轉109",
"1011","螢橋國小","一樓社會一","詔安街29號","螢雪里13-18","螢雪里全里","23054620轉109",
"1012","古亭國中905教室","中華路2段465號","永功里1-7","","23090986轉511",
"1013","古亭國中904教室","中華路2段465號","永功里8-12","永功里全里","23090986轉511",
"1014","古亭國中903教室","中華路2段465號","永功里13-18","","23090986轉511",
"1015","古亭國中902教室","中華路2段465號","永功里19-24","","23090986轉511",
"1016","永昌里里民活動場所","汀州路1段242巷17號","永昌里1-6","","23073916",
"1017","聖維雅納天主堂","詔安街236號","永昌里14-21","","23073916",
"1018","榮美基督教協會","中華路2段441巷10號","永昌里7-13","永昌里全里","23378231",
"1019","國語實驗小學1年5班教室","南海路58號","龍興里1-7,9,12","","23033555轉600",
"1020","國語實驗小學1年7班教室","南海路58號","龍興里8,10,11,13-17","龍興里全里","23033555轉600",
"1021","忠義國小學生家長會辦公室","中華路2段307巷17號","忠勤里1-10","忠勤里全里","23038752",
"1022","忠義國小1年1班教室","中華路2段307巷17號","忠勤里11-20","","23038752",
"1023","忠義國小生活教室","中華路2段307巷17號","忠勤里21-25","","23038752",
"1024","忠義國小2年1班教室","中華路2段307巷17號","忠勤里26-31","","23038752",
"1025","國語實驗小學1年1班教室","南海路58號","廈安里1-5,7","廈安里全里","23033555轉600",
"1026","國語實驗小學1年3班教室","南海路58號","廈安里6,8-11","","23033555轉600",
"1027","南門國小2年甲班教室","廣州街6號","愛國里1-8","愛國里全里","23715052轉401",
"1028","南門國小2年乙班教室","廣州街6號","愛國里9-15","","23715052轉401",
"1029","南門國小1年甲班教室","廣州街6號","南門里1-7,16","","23715052轉401",
"1030","南門國小1年丙班教室","廣州街6號","南門里8-15","南門里全里","23715052轉401",
"1031","建國中學自強樓118教室","南海路56號","龍光里1-8","","23034381轉501",
"1032","建國中學自強樓120教室","南海路56號","龍光里9-14","龍光里全里","23034381轉501",
"1033","南福宮文教活動中心","南昌路2段42巷2號","南福里1-2,5-8","","23975252",
"1034","南福宮","和平西路1段55巷1號","南福里9-12,14","","23975252",
"1035","臺北市立聯合醫院婦幼院區第二醫療大樓","福州街10巷7號","南福里3-4,13,26-29","","23916470",
"1036","臺灣基督長老教會臺北南門教會禮拜堂","重慶南路3段27巷4號","南福里15-20","南福里全里","23411016",
"1037","臺北自來水事業處西區營業分處","牯嶺街38號","南福里21-25","","33431678",
"1038","臺北市立聯合醫院和平院區中正門診部","牯嶺街24號1樓","龍福里1-6","","23215158",
"1039","臺灣菸酒股份有限公司（大禮堂）","南昌路1段4號後門","龍福里7-13","","23214567轉315",
"1040","臺北市中正區健康服務中心會議室","牯嶺街24號4樓","龍福里14-21","龍福里全里","23215158轉262",
"1041","中正國中7年1班教室","愛國東路158號","新營里1-4,10","","23916697轉511",
"1042","中正國中9年15班教室","愛國東路158號","新營里5,8-9,12-13,15","","23916697轉511",
"1043","中正國中9年14班教室","愛國東路158號","新營里6-7,14,17-18","","23916697轉511",
"1044","中正國中9年13班教室","愛國東路158號","新營里11,16,19,21-23","","23916697轉511",
"1045","中正國中9年9班教室","愛國東路158號","新營里20,24-27","新營里全里","23916697轉511",
"1046","衡陽108大樓","衡陽路108號1樓","建國里1-6","建國里全里","23830377",
"1047","臺北市臺灣省城隍廟","武昌街1段14號","光復里4-9","","23615080",
"1048","福星國小藝文空間","中華路1段66號","光復里1-3,11","","23144668",
"1049","福星國小二手書屋","中華路1段66號","光復里10,12-14","光復里全里","23144668",
"1050","曾氏民宅","忠孝西路1段29巷7號","黎明里1-4,11-13","黎明里全里","23610895",
"1051","臺灣土地銀行川堂","館前路46號","黎明里5-10","","23483126",
"1052","梅花區民活動中心","林森北路5巷4號","梅花里2-7,9-11","梅花里全里","23416721轉255",
"1053","忠孝國小會議室","忠孝東路2段101號","梅花里1,8,12-15","","23918170轉814",
"1054","中正公民會館","忠孝東路1段108號8樓","幸福里1-5","幸福里全里","23416721轉255",
"1055","臺北商業大學學生活動中心中正廳前走廊","濟南路1段321號","幸福里6-11","","23226142",
"1056","臺北商業大學行政大樓梯廳","濟南路1段321號","幸福里12-19","","23226142",
"1057","幸市區民活動中心","臨沂街10巷1號","幸市里1-4,6","幸市里全里","23416721轉255",
"1058","停車場","濟南路2段42號","幸市里8,10-11,16-17","","23961266轉1820",
"1059","臺北市家庭暴力暨性侵害防治中心","新生南路1段54巷5弄2號","幸市里5,7,9,12-15","","23961996轉234",
"1060","東門國小1年1班教室","仁愛路1段2之4號","東門里1-5","","23414916",
"1061","東門國小","1年3班教室","仁愛路1段2之4號","東門里6-9","東門里全里","23414916",
"1062","東門國小","1年5班教室","仁愛路1段2之4號","東門里10-16","","23414916",
"1063","私立巨勝幼兒園","金山南路1段67巷8號","文北里2-5,13,18,24-25","文北里全里","23936965",
"1064","文北里里民活動場所","杭州南路1段77巷3號1樓","文北里1,6-12","","23218919",
"1065","臺北市溫州同鄉會","泰安街2巷9號","文北里14-17,19-23,26-27","","23210930",
"1066","金甌女中203教室","杭州南路2段1號","文祥里1-5,14","文祥里全里","23577992",
"1067","金甌女中205教室","杭州南路2段1號","文祥里6,9,10,13,23","","23577992",
"1068","基督教救恩堂","杭州南路1段129號","文祥里17-22","","23216988",
"1069","孫睿亮診所","金山南路1段121號","文祥里7-8,11-12,15,16","","23926233",
"1070","幸安國小學生活動中心(前段)","仁愛路3段22號","三愛里1-5,13-14","","27074191",
"1071","連雲禪苑","連雲街74巷5號","三愛里23-27","","23515258",
"1072","大雄精舍","信義路2段271號","三愛里15-20,22","","23411775",
"1073","東門基督長老教會","仁愛路2段76號","三愛里7-12","三愛里全里","23513589",
"1074","幸安國小學生活動中心(後段)","仁愛路3段22號","三愛里6,21,28-30","","27074191",
"1075","福星國小語言教室","中華路1段66號","福星里1-6","2314-4668轉106",
"1076","福星國小課輔教室A","中華路1段66號","福星里7-14","2314-4668轉106",
"1077","福星國小課輔教室B","中華路1段66號","福星里15-20","福星里全里","2314-4668轉106",
"1078","西門國小2年3班教室","成都路98號","萬壽里1-8","萬壽里全里","23312238",
"1079","西門國小2年2班教室","成都路98號","萬壽里9-13","23312238",
"1080","西門國小1年2班教室","成都路98號","西門里1-7","西門里全里","23312238",
"1081","西門國小1年3班教室","成都路98號","西門里8-16","23312238",
"1082","西門國小2年1班教室","成都路98號","新起里1-7","23312238",
"1083","西門國小5年3班教室","成都路98號","新起里8-12","23312238",
"1084","西門國小5年2班教室","成都路98號","新起里13-19","23312238",
"1085","西門國小5年1班教室","成都路98號","新起里20-25","新起里全里","23312238",
"1086","臺北市義勇消防大隊城中第一分隊","成都路175號","菜園里1,4-8,11,13","23312334",
"1087","新移民會館","長沙街2段171號","菜園里9,10,12,16-19,24","菜園里全里","23701046",
"1088","菜園區民活動中心","環河南路1段臨280之3號","菜園里2-3,14,15,20-23,25","23064468",
"1089","青山區民活動中心","環河南路2段臨5之1號","青山里1-7,11,12","23064468",
"1090","龍山國小本土語教室1","和平西路3段235號","青山里8-10,13-16,18","青山里全里","23082977轉731",
"1091","龍山國小本土語教室2","和平西路3段235號","青山里17,19-25","23082977轉731",
"1092","老松國小活動教室(二)","桂林路64號","富民里1-6","富民里全里","23361266",
"1093","老松國小2年2班教室","桂林路64號","富民里7-13","23361266",
"1094","新富區民活動中心","廣州街152巷10號","富民里14-21","23064468",
"1095","老松國小1年2班教室","桂林路64號","福音里1-8","福音里全里","23361266",
"1096","老松國小1年4班教室","桂林路64號","福音里9-15","23361266",
"1097","法華寺","西寧南路194號","仁德里1-7","仁德里全里","23318424",
"1098","老松國小2年4班教室","桂林路64號","仁德里8-12","23361266",
"1099","老松國小(低年級教師研究室)","桂林路64號","仁德里13-18","23361266",
"1100","萬華車站西大樓西側出口穿堂(寺前公園邊)","康定路382號","富福里1-3,5-7","富福里全里","2302-0481",
"1101","和平西路民宅車庫","和平西路3段52巷16號","富福里4,8-12,19","2308-0307",
"1102","龍山國中(左側美髮教室)","南寧路46號","富福里13-18","2336-2789",
"1103","柳鄉區民活動中心","環河南路2段102號3樓","柳鄉里1-5,8","柳鄉里全里","23064468",
"1104","環河福德宮","桂林路244巷臨7號之1","柳鄉里6,7,9-12","23021026",
"1105","衛工處西區工務所","桂林路246巷66號","柳鄉里13-19","23083825",
"1106","長順區民活動中心(前段)","長順街臨127號","華江里1-6","23064468",
"1107","長順區民活動中心(後段)","長順街臨127號","華江里7-11","23064468",
"1108","華江國小家長會","環河南路2段250巷42弄2號","華江里12-17","23064352",
"1109","華江國小幼兒園餐廳","環河南路2段250巷42弄2號","華江里18-23","23064352",
"1110","華江國小校史室","環河南路2段250巷42弄2號","華江里24-28","華江里全里","23064352",
"1111","臺糖倉庫前棟(左側A倉糖廍文化教室)","大理街132-10號","糖廍里1-5,12","23064468",
"1112","臺糖倉庫前棟(右側A倉展示館旁)","大理街132-10號","糖廍里6-11","糖廍里全里","23064468",
"1113","臺糖倉庫中央棟(萬華糖廍藝文倉庫)","大理街132-9號","糖廍里13-19","23064468",
"1114","大理國小美勞教室(二)","艋舺大道389號","綠堤里1-6","23064311",
"1115","大理國小綜合教室(一)","艋舺大道389號","綠堤里7-13","23064311",
"1116","大理國小星空餐廳","艋舺大道389號","綠堤里14-20","綠堤里全里","23064311",
"1117","臺北市義警大隊萬華區大隊莒光分隊","興寧街4號","頂碩里1,2",",14-16","23023751",
"1118","艋舺大道民宅車庫","艋舺大道86巷28號","頂碩里3-8","23321337",
"1119","天聖宮","艋舺大道120巷13弄30號","頂碩里9-13","23065799",
"1120","北安宮","西藏路256號","頂碩里17,18,22,25-28","頂碩里全里","23021881",
"1121","貴都飯店停車場","西藏路192之1號","頂碩里19-21,23,24,29","23061988",
"1122","雙園國小禮堂","莒光路315號","雙園里1-7","23061893",
"1123","雙園國小藝苑","莒光路315號","雙園里8-14","23061893",
"1124","雙園國小社區教室","莒光路315號","雙園里15-21","雙園里全里","23061893",
"1125","和平青草園(原402號公園歷史建物)","西園路2段42號","和平里1-7","23064468",
"1126","朝天宮","雙園街27號","和平里12-15,23-24","23061510",
"1127","大理幼兒園","雙園街67巷3弄5號","和平里8-11,16","23044506",
"1128","青龍宮","雙園街60巷88號","和平里17-22","和平里全里","23066456",
"1129","雙園國中教學活動場","興義街2號","和德里1-6","2303-0827轉141",
"1130","雙園國中彩虹教室","興義街2號","和德里7-13","和德里全里","2303-0827轉141",
"1131","興義區民活動中心","興義街25號","和德里14-20","23064468",
"1132","和德區民活動中心","西園路2段臨382之10號","和德里21-26","23064468",
"1133","萬大國小2年1班教室","萬大路346號","全德里1-5","23035938",
"1134","萬大國小2年2班教室","萬大路346號","全德里6-12","23035938",
"1135","萬大國小1年5班教室","萬大路346號","全德里13-18","全德里全里","23035938",
"1136","西園國小導護糾察準備室","東園街73巷65號","日善里1-9","23030257",
"1137","西園國小童軍團部","東園街73巷65號","日善里10-15","日善里全里","23030257",
"1138","萬大國小1年1班教室","萬大路346號","壽德里1-5,17","23035938",
"1139","萬大國小1年2班教室","萬大路346號","壽德里6-10","壽德里全里","23035938",
"1140","萬大國小1年4班教室","萬大路346號","壽德里11-16","23035938",
"1141","萬華區民活動中心(前段)","東園街19號2樓","忠德里1,2,4,7","23064468",
"1142","聚福宮聯誼中心","東園街50號","忠德里3,5,6,8,9","23031143",
"1143","萬華區民活動中心(後段)","東園街19號2樓","忠德里10-13","忠德里全里","23064468",
"1144","西園民防協勤中心","西園路2段臨283之1號（光復橋下）","錦德里1-7","23012416",
"1145","光復區民活動中心","西園路2段臨370之1號（光復橋下）","錦德里8-14","23064468",
"1146","西園義警協勤中心","西園路2段臨382之9號(光復橋下)","錦德里15-21","錦德里全里","23323162",
"1147","東園民防協勤中心","寶興街222巷臨11號","銘德里1-7,11","銘德里全里","23045023",
"1148","民宅車庫","長泰街284號","銘德里8-10,12,16-17","23064468",
"1149","巖清寺","環河南路3段203號","銘德里13-15,18-20","23058490",
"1150","先天道院","寶興街188巷2號","孝德里1-6,8","孝德里全里","2305-6278",
"1151","天德宮","德昌街235巷19號","孝德里9-14,7","23014287",
"1152","保德里里民活動場所","東園街140巷10號","保德里1-5,8","保德里全里","23074702",
"1153","楊聖廟","寶興街","199號","保德里6,7,9,10","23038228",
"1154","慈安寺","武成街63巷8號","榮德里1-3,5-7,9,10","23017543",
"1155","湄聖宮","武成街124號","榮德里4,8,11-17","榮德里全里","23077996",
"1156","萬大第二區民活動中心(前段)","萬大路臨600之1號(華中橋下)","華中里1-5","23064468",
"1157","萬大第二區民活動中心(後段)","萬大路臨600之1號(華中橋下)","華中里6-10","華中里全里","23064468",
"1158","萬大第一區民活動中心(後段)","萬大路臨614之1號(華中橋下)","華中里11-15","23064468",
"1159","萬大第一區民活動中心(前段)","萬大路臨614之1號(華中橋下)","華中里16-21","23064468",
"1160","德明幼兒園企鵝班教室","萬大路449巷28弄3號","興德里1-6","23075863",
"1161","富民路民宅車庫","富民路145巷15弄56號","興德里7-12","興德里全里","23064468",
"1162","興德里里民活動場所","富民路145巷15弄54號","興德里13-18","23064468",
"1163","臺灣基督教貴格會三一堂","青年路142號","日祥里1,10,11,16","日祥里全里","23379531",
"1164","慶福宮","青年路168巷49弄18號","日祥里2-6,21","23073745",
"1165","空南三村管理委員會(文康中心)","萬大路423巷30弄11號旁側","日祥里7,8,18-20","23098212",
"1166","崇仁花園大廈H棟1樓","青年路152巷34號","日祥里9,12-15,17","23059995",
"1167","新和國小5年5班教室","西藏路125巷31號","忠貞里1-6","23038298",
"1168","新和國小鄉土教室(一)","西藏路125巷31號","忠貞里7-13","23038298",
"1169","南機場3號基地國宅管理委員會","青年路106巷2號地下室","忠貞里14-22","忠貞里全里","23079038",
"1170","忠恕社區辦公室","中華路2段364巷22弄29號地下室","新忠里1,2,4-6,8-13","新忠里全里","23032228",
"1171","新忠里民活動中心","西藏路125巷7號之2","新忠里3,7,14-22","23064468",
"1172","青年社區管理委員會(閱覽室)","中華路2段416巷9號之4","新和里1-6","新和里全里","23031537",
"1173","新和國小多功能活動教室(一)","西藏路125巷31號","新和里7-11","23038298",
"1174","新和國小幼兒餐廳","西藏路125巷31號","新和里12-13,15-17","23038298",
"1175","新和首璽管理委員會(閱覽室)","中華路2段416巷80號","新和里14,18-20,22,23,30","23018211",
"1176","國輝花園社區管理委員會(活動中心)","國興路92之2號","新和里21,24-29","23324183",
"1177","南機場13號基地管理委員會(辦公室左側)","萬大路187巷1弄2號(地下室)","新安里1-8","新安里全里","23057652",
"1178","南機場13號基地管理委員會(辦公室右側)","萬大路187巷1弄2號(地下室)","新安里9-15","23057652",
"1179","新和國小英語教室(一)","西藏路125巷31號","新安里16-21","23038298",
"1180","新和國小生活教室","西藏路125巷31號","新安里22-28","23038298",
"1181","國興幼兒園安親班教室外","國興路46號後門","凌霄里1-8","23038164",
"1182","國興幼兒園感覺統合教室外","國興路46號後門","凌霄里9-16","凌霄里全里","23038164",
"1183","古亭國中輔導活動教室","中華路2段465號","騰雲里1-7","23090986轉511",
"1184","古亭國中901教室","中華路2段465號","騰雲里8-16","騰雲里全里","23090986轉511",
"1185","天新素食自助餐","大安路1段157巷3-1號","德安里15~20","德安里全里","2703-8818",
"1186","仁愛教育館","信義路4段99巷31號","德安里7、11~14","2707-8004",
"1187","中華電信大安服務中心","信義路4段89-1號","德安里3~4、8~10","2702-0717",
"1188","中華電信東三機房","信義路4段89號","德安里1~2、5~6","2702-0717",
"1189","世界紅卍字會台灣總主會（大廳）","復興南路1段303號","仁慈里1~6","仁慈里全里","2704-8165",
"1190","世界紅卍字會台灣總主會（大門前）","復興南路1段303號","仁慈里7~11","2704-8165",
"1191","中國基督教信義會恩光堂","復興南路1段253巷13號","仁慈里12~17","2707-9311",
"1192","客家文化會館1樓","信義路3段157巷11號","和安里1、3~6、10~12","2702-6141轉320",
"1193","師大附中體育館(南側)","信義路3段143號","和安里9、19~21","2707-5215轉311",
"1194","師大附中體育館(北側)","信義路3段143號","和安里14~18","2707-5215轉311",
"1195","師大附中演講廳","信義路3段143號","和安里2、7~8、13","和安里全里","2707-5215轉311",
"1196","幸安國小1年3班教室","仁愛路3段22號","民炤里2~5","民炤里全里","2707-4191",
"1197","幸安國小1年1班教室","仁愛路3段22號","民炤里6~9","2707-4191",
"1198","幸安國小1年8班教室","仁愛路3段22號","民炤里10~14","2707-4191",
"1199","幸安國小1年6班教室","仁愛路3段22號","民炤里15~20","2707-4191",
"1200","幸安國小1年4班教室","仁愛路3段22號","民炤里1、21~24","2707-4191",
"1201","復興小學誠賢樓雙語部1年和班教室","敦化南路1段262號","仁愛里1~6","仁愛里全里","2771-5859",
"1202","復興小學誠賢樓雙語部2年和班教室","敦化南路1段262號","仁愛里7~11","2771-5859",
"1203","復興小學慎思樓1年愛班教室","敦化南路1段262號","仁愛里12~17","2771-5859",
"1204","復興小學慎思樓1年義班教室","敦化南路1段262號","仁愛里18~23","2771-5859",
"1205","懷生國中體育館(跆拳道教室)","忠孝東路3段248巷30號","義村里1~7","義村里全里","2721-5078",
"1206","懷生國中(穿堂)","忠孝東路3段248巷30號","義村里8~12","2721-5078",
"1207","懷生國中體育館(乒乓球教室1)","忠孝東路3段248巷30號","義村里13~17","2721-5078",
"1208","懷生國中體育館(乒乓球教室2)","忠孝東路3段248巷30號","義村里18~22","2721-5078",
"1209","臺北衛理幼稚園","新生南路1段117號","民輝里1~6","2771-2017轉145",
"1210","臺北衛理堂會議室","新生南路1段113號","民輝里10、14~17、24","2771-2017轉145",
"1211","民輝里民活動場所","濟南路3段35-9號","民輝里7~9、11~13、18","無",
"1212","國立臺北科技大學土木工程館1樓大廳","新生南路1段3號","民輝里19~23","民輝里全里","2771-2171轉1320",
"1213","敦歆幼兒園","忠孝東路3段217巷2弄8號1樓","昌隆里1~7","2776-1626",
"1214","基督教忠孝神召會","忠孝東路3段217巷5弄8號","昌隆里8~15","昌隆里全里","2752-7186",
"1215","吳新松先生車庫","忠孝東路3段251巷4弄4號","誠安里1~2、7~10","2771-7665轉202楊小姐",
"1216","首府幼兒園","忠孝東路3段251巷9弄8號","誠安里3~6、12-13","誠安里全里","2731-2020",
"1217","萬象大樓穿堂","復興南路1段122巷10號(安東小吃前)","誠安里11、14~17","2721-1325","郭先生",
"1218","金城華廈","敦化南路1段190巷38號1樓","光武里1~4、6~7","2721-9728",
"1219","光武里民活動場所","敦化南路1段160巷20號","光武里5、8~12","2773-6533",
"1220","永豐頂好庭園穿堂","敦化南路1段138號1樓(後門)","光武里13~18","2772-0524",
"1221","加一自助餐","復興南路1段107巷2號1樓","光武里19~23、25","光武里全里","2741-1089",
"1222","東區地下街市政服務站","大安路1段77號東區地下街2號店舖","光武里24、26~28","6638-7856",
"1223","新民國小1年忠班教室","辛亥路1段113號","龍坡里1~6","龍坡里全里","2363-0450",
"1224","新民國小1年仁班教室","辛亥路1段113號","龍坡里7~10","2363-0450",
"1225","新民國小1年愛班教室","辛亥路1段113號","龍坡里11~17","2363-0450",
"1226","新民國小2年孝班教室","辛亥路1段113號","龍坡里18~22","2363-0450",
"1227","古亭國小1年1班教室","羅斯福路3段201號","龍泉里1~5","2363-9795",
"1228","古亭國小3年2班教室","羅斯福路3段201號","龍泉里6~10","2363-9795",
"1229","古亭國小1年3班教室","羅斯福路3段201號","龍泉里11~15","龍泉里全里","2363-9795",
"1230","古亭國小2年1班教室","羅斯福路3段201號","古風里1~6","2363-9795",
"1231","古亭國小2年2班教室","羅斯福路3段201號","古風里7~11","2363-9795",
"1232","古亭國小2年3班教室","羅斯福路3段201號","古風里12~14","古風里全里","2363-9795",
"1233","國立臺灣師範大學誠106班教室","和平東路1段162號","古莊里1~4、11","7734-3164",
"1234","國立臺灣師範大學誠107班教室","和平東路1段162號","古莊里5~6、13","7734-3164",
"1235","國立臺灣師範大學誠108班教室","和平東路1段162號","古莊里7~8、10、12、18","古莊里全里","7734-3164",
"1236","國立臺灣師範大學誠109班教室","和平東路1段162號","古莊里9、14~17","7734-3164",
"1237","新生國小1年1班教室","新生南路2段36號","龍安里1~2","龍安里全里","2391-3122",
"1238","新生國小1年3班教室","新生南路2段36號","龍安里3~7","2391-3122",
"1239","新生國小2年1班教室","新生南路2段36號","龍安里8~12","2391-3122",
"1240","新生國小2年3班教室","新生南路2段36號","龍安里13~17","2391-3122",
"1241","基督教頌主堂","潮州街124號","錦安里1~3、5","錦安里全里","2321-5083",
"1242","基督教錫安堂","金山南路2段215巷18號","錦安里6~9","2396-8308",
"1243","國立臺灣師範大學教育學院大樓104教室","和平東路1段129號","錦安里11~12、15~17","7734-5654",
"1244","國立臺灣師範大學教育學院大樓105教室","和平東路1段129號","錦安里4、10、13~14","7734-5654",
"1245","金華國中8年24班教室","新生南路2段32號","福住里1~4","3393-1799轉512",
"1246","金華國中8年25班教室","新生南路2段32號","福住里5~8","3393-1799轉512",
"1247","金華國中數理資優教室","新生南路2段32號","福住里9~12","福住里全里","3393-1799轉512",
"1248","金華國中生活教室","新生南路2段32號","福住里13~17","3393-1799轉512",
"1249","金華國小2年1班教室","愛國東路79巷11號","永康里1~5","永康里全里","2391-7402",
"1250","金華國小2年3班教室","愛國東路79巷11號","永康里6~10","2391-7402",
"1251","金甌女子高級中學206教室","杭州南路2段1號","光明里1~6","2321-4765",
"1252","金甌女子高級中學207教室","杭州南路2段1號","光明里7~11","光明里全里","2321-4765",
"1253","中正國中7年2班教室","愛國東路158號","錦泰里1~4、6~9","2391-6697",
"1254","中正國中7年4班教室","愛國東路158號","錦泰里5、10~15","錦泰里全里","2391-6697",
"1255","基督教台北市中心神召會","杭州南路2段95號","錦華里5~10、16","錦華里全里","2321-0665",
"1256","台電核火工程處禮堂前段","和平東路1段41巷1號","錦華里1~4、17~19","2391-0241轉9702",
"1257","台電核火工程處禮堂後段","和平東路1段41巷1號","錦華里11~15","2391-0241轉9702",
"1258","大安高工至善樓107教室","復興南路2段52號","龍圖里1~5","龍圖里全里","2709-1630",
"1259","大安高工至善樓106教室","復興南路2段52號","龍圖里6~10","2709-1630",
"1260","大安高工至善樓105教室","復興南路2段52號","龍圖里11~14","2709-1630",
"1261","大安高工至善樓104教室","復興南路2段52號","龍圖里15~20","2709-1630",
"1262","臺北市立圖書館總館1樓","建國南路2段125號","新龍里13~19","2755-2823",
"1263","臺北市立圖書館總館B1甲","建國南路2段125號","新龍里1、3、10~12","新龍里全里","2755-2823",
"1264","臺北市立圖書館總館B1乙","建國南路2段125號","新龍里4、20~26","2755-2823",
"1265","大安社區管理委員會","信義路3段134巷84號","新龍里2、5~9","27025783",
"1266","開平餐飲學校AC102教室","復興南路2段148巷24號","龍陣里1~8","2707-0904轉371",
"1267","開平餐飲學校AC104教室","復興南路2段148巷24號","龍陣里9~15","龍陣里全里","2707-0904轉371",
"1268","建安國小2年1班教室","大安路2段99號","龍雲里1~6","龍雲里全里","2707-7119",
"1269","建安國小2年3班教室","大安路2段99號","龍雲里7~13","2707-7119",
"1270","建安國小2年5班教室","大安路2段99號","龍雲里14~19","2707-7119",
"1271","龍生里民活動場所","和平東路2段175巷24號","龍生里1~5","龍生里全里","2706-4529",
"1272","國立臺北教大實小2年甲班教室","和平東路2段94號","龍生里6~10、12","2735-6186轉201",
"1273","國立臺北教大實小2年乙班教室","和平東路2段94號","龍生里11、13~15、18","2735-6186轉202",
"1274","國立臺北教大實小2年丙班教室","和平東路2段94號","龍生里16、17、19~20","2735-6186轉203",
"1275","大安國中915教室","大安路2段63號","住安里1~7","2755-7131",
"1276","大安國中916教室","大安路2段63號","住安里8~14","住安里全里","2755-7131",
"1277","大安國中918教室","大安路2段63號","住安里15~20","2755-7131",
