編號,場所名稱,投(開)票所地址,所屬里別,所屬鄰別
0997,平安里活動中心(1樓會議廳),安平區平安里民權路４段３２５號,平安里,10-20
0998,石門國小(石門館),安平區石門里安平路７００號,石門里,全里
0999,菩薩社區活動中心(1樓會議廳),安平區港仔里安平路１２１巷３號,港仔里,全里
1000,海頭社區活動中心(1樓會議廳),安平區海頭里古堡街９０巷３３號,海頭里,全里
1001,王城西社區活動中心(1樓會議廳),安平區西門里國勝路３５巷１７號,西門里,全里
1002,金城里活動中心(2樓禮堂),安平區金城里運河路４３號之１,金城里,全里
1003,崇學國小(一年六班),東區崇學里１鄰崇學路９８號,崇亯里,"1-11,20-25"
1004,崇學國小(一年八班),東區崇學里１鄰崇學路９８號,崇亯里,"12-19,26-28"
1005,崇學國小(勤儉樓1樓),東區崇學里１鄰崇學路９８號,崇學里,"1-7,17-19"
1006,崇學國小(創新樓),東區崇學里１鄰崇學路９８號,崇學里,"8-16,20-22"
1007,崇德里活動中心(東邊),東區崇德里８鄰崇德七街３０巷２號１樓,崇德里,1-8
1008,崇德里活動中心(西邊),東區崇德里８鄰崇德七街３０巷２號１樓,崇德里,9-16
1009,崇明國小(一年三班),東區崇明里１６鄰崇明路６９８號,崇德里,17-25
1010,崇善里文康活動中心(西側，靠舞臺,"東區崇善里９鄰) 仁和路７０巷３８號",崇善里,"1-2,4-7,9"
1011,崇善里文康活動中心(東側),東區崇善里９鄰仁和路７０巷３８號,崇善里,"8,10-18"
1012,瑩青帅兒園,東區崇善里２６鄰崇善十三街５７號,崇善里,"3,19-26"
1013,崇明國小(一年十一班),東區崇明里１６鄰崇明路６９８號,崇成里,1-12
1014,崇明國小(一年十三班),東區崇明里１６鄰崇明路６９８號,崇成里,13-25
1015,崇明國小(一年一班)崇文、崇成里聯合,東區崇明里１６鄰崇明路６９８號,崇文里,1-12
1016,活動中心(南側，靠舞臺),東區崇文里１５鄰崇德路６９１號,崇文里,13-23
1017,崇文、崇成里聯合活動中心(北側),東區崇文里１５鄰崇德路６９１號,崇文里,24-31
1018,崇德學苑,東區崇文里２６鄰崇德二十二街６６號,崇文里,32-40
1019,東智里臨時活動中心,東區東智里１鄰長東街４６巷８號,東智里,1-10
1020,順天宮,東區東智里１鄰長東街４６巷８號對面,東智里,11-19
1021,德高國小(二年三班),東區德高里１７鄰崇善路１１５５號,大智里,"1-6,16-21"
1022,大智里活動中心,東區大智里１０鄰德東街９０號,大智里,"7-15,30-33"
1023,德高國小(聯合辦公室),東區德高里１７鄰崇善路１１５５號,大智里,"22-29,34-40"
1024,德高厝上帝廟,東區德高里１８鄰城東街２８號,德高里,"3-4,10-13,15-18,21"
1025,德高里活動中心,東區德高里８鄰仁和路１９６號,德高里,"1-2,5-9,14,19-20"
1026,仁和社區活動中心,東區仁和里７鄰仁和路１１３巷３９號,仁和里,"1-10,17-20"
1027,荷蘭澄園1樓管理室,東區仁和里２１鄰仁東街６３號,仁和里,"11-16,21-28"
1028,和平里活動中心(西側),東區和平里２鄰文化路１００號,和平里,1-16
1029,和平里活動中心(東側),東區和平里２鄰文化路１００號,和平里,"17-241-3,9,"
1030,復興國中(三年三十二班),東區復興里１１鄰裕文路６２號,虎尾里,"11-15,22,25,344-8,10,"
1031,太子普安宮旁虎尾帅兒園,東區虎尾里１６鄰東成街７６號,虎尾里,"16-19,32-33,3520-21,23-24"
1032,復興國中(一年二十八班),東區復興里１１鄰裕文路６２號,虎尾里,",26-31,36-371,5,11-12"
1033,復興國中(一年五班),東區復興里１１鄰裕文路６２號,裕聖里,",15-16,20-212-4,6-10"
1034,裕聖里活動中心,東區裕聖里１４鄰裕文路２８６號,裕聖里,",13-14,17-19"
1035,復興里活動中心,東區復興里１１鄰裕忠路４５６號,復興里,"9-11,13,17-23"
1036,復興國中(一年二班),東區復興里１１鄰裕文路６２號,復興里,"1-8,12,14-16"
1037,臺南市政府環境保護局東區辦公室,東區自強里２７鄰中華東路２段１３３巷７２號,自強里,23-31
1038,自強里活動中心(南側),東區自強里２４鄰富農街１段２２５號,自強里,1-11
1039,自強里活動中心(北側),東區自強里２４鄰富農街１段２２５號,自強里,12-22
1040,東聖里活動中心,東區東聖里１１鄰中華東路２段１３３巷５７弄３４號,東聖里,全里
1041,後甲帅兒園,東區關聖里７鄰裕農路６６８巷４７號,關聖里,1-13
1042,關聖社區活動中心,東區關聖里１６鄰裕孝路１１８號,關聖里,14-22
1043,母佑帅兒園,東區南聖里８鄰裕農路７９８號,南聖里,1-9
1044,南聖、後甲社區活動中心1樓,東區南聖里１１鄰裕農路８７８號,南聖里,10-16
1045,復興國小(101教室),東區復興里１１鄰裕文路６０號,文聖里,1-10
1046,復興國小(大辦公室)慈帅工商教學大樓,東區復興里１１鄰裕文路６０號,文聖里,11-20
1047,1樓西側(商三禮教室)慈帅工商教學大樓,東區後甲里１鄰裕農路８０１號,後甲里,1-17
1048,1樓西側(綜二禮教室),東區後甲里１鄰裕農路８０１號,後甲里,"18-3513-16,"
1049,東光國小(多功能教室2),東區東光里２鄰東光路１段３９號,東光里,"18-20,30-33"
1050,後甲國中(326教室),東區小東里３０鄰東平路２６０號,東光里,"8-12,21-29"
1051,東光社區活動中心,東區東光里２鄰東光路１段３９之１號,東光里,"1-7,17,34-35"
1052,東光國小(二年二班),東區東光里２鄰東光路１段３９號,東明里,"1,3-17"
1053,東光國小(二年三班),東區東光里２鄰東光路１段３９號,東明里,"2,18-33"
1054,念字聖堂,東區莊敬里１３鄰東光路２段３６巷２７號,莊敬里,"12-13,15,19-28"
1055,莊敬里活動中心,東區莊敬里１６鄰莊敬路２０５巷２３號,莊敬里,"1-11,14,16-18"
1056,護東宮,東區小東里２７鄰小東路１９８巷４０弄５２號,小東里,"1-6,8,11-12,25-27,29"
1057,後甲國中(227教室),東區小東里３０鄰東平路２６０號,小東里,"7,9-10,13-21"
1058,後甲國中(327教室),東區小東里３０鄰東平路２６０號,小東里,"22-24,28,30-36"
1059,大學、東寧社區活動中心,東區大學里１９鄰林森路２段２５２號,大學里,全里
1060,成大里活動中心(大禮堂),東區成大里２７鄰育樂街５８號,成大里,1-16
1061,成大里活動中心(管理室),東區成大里２７鄰育樂街５８號,成大里,17-31
1062,光華高中(尚美樓),東區東門里１４鄰慶東街９９號,東門里,13-25
1063,博愛國小(101教室),東區圍下里２１鄰前鋒路１００號,東門里,"1-125,7-8,"
1064,圍下里活動中心,東區圍下里１３鄰衛民街１號,圍下里,"10-15,20-24"
1065,光華高中(展示室),東區圍下里１鄰勝利路４１號,圍下里,"1-4,6,9,16-19"
1066,長榮中學(禮堂),東區中西里１７鄰林森路２段７９號,中西里,16-37
1067,勝利國小(一年九班),東區中西里３鄰勝利路１０號,中西里,"1-15,38"
1068,中西、東安社區聯合活動中心(2樓),東區中西里１鄰長榮路２段１７號２樓,東安里,全里
1069,新東里活動中心(南側),東區新東里４鄰林森路２段４８號,新東里,1-13
1070,新東里活動中心(北側),東區新東里４鄰林森路２段４８號,新東里,14-25
1071,崇誨里活動中心(北側),東區崇誨里１０鄰林森路２段１９２巷１５號,崇誨里,"1-16,31-33"
1072,崇誨里活動中心(南側),東區崇誨里１０鄰林森路２段１９２巷１５號,崇誨里,"17-30,34"
1073,衛國里活動中心,東區衛國里１０鄰衛國街１１４巷２８號,衛國里,全里
1074,裕農里活動中心,東區裕農里６鄰裕農路３７９號,裕農里,"6-12,23-29"
1075,南天府,東區裕農里１４鄰裕豐街２１４巷２５號,裕農里,"1-5,13-22"
1076,富強里活動中心,東區富強里３鄰裕農路４４６巷８８號,富強里,"1-14,30-31"
1077,關帝殿活動中心,東區富強里３鄰中華東路２段９６巷１弄１號,富強里,15-29
1078,富裕里活動中心,東區富裕里１０鄰東門路２段３６５巷３５號,富裕里,全里
1079,忠孝里活動中心(北邊),東區忠孝里２８鄰中華東路３段４９８號,忠孝里,"1-20,22-24"
1080,忠孝里活動中心(南邊),東區忠孝里２８鄰中華東路３段４９８號,忠孝里,25-41
1081,崇明路176號(車庫),東區忠孝里３２鄰崇明路１７６號,忠孝里,21
1082,崇明里活動中心(西側),東區崇明里１鄰中華東路３段５６９號,崇明里,1-16
1083,崇明里活動中心(東側),東區崇明里１鄰中華東路３段５６９號,崇明里,17-24
1084,大福社區活動中心,東區大福里１７鄰立德九路４６號,大福里,全里
1085,大德里活動中心,東區大德里６鄰立德十路３０巷５１號,大德里,全里
1086,路東里活動中心,東區路東里７鄰大同路２段６１巷５號,路東里,全里
1087,大同里活動中心,東區大同里３５鄰府連路１８２巷２９號,大同里,"1-19,35"
1088,南鰲慈惠堂,東區大同里２３鄰大同路１段１９７巷５８號,大同里,"20-3411,15-21"
1089,泉南里活動中心,東區泉南里３３鄰府連路３２６巷２號,泉南里,",24,28-29,31-33"
1090,南善堂,東區泉南里２７鄰府連路２６０巷１４號,泉南里,"14,23,25-27,30,34-401-10,"
1091,私立東門帅兒園綜合教室,東區泉南里１鄰東門路１段１８０號,泉南里,"12-13,22,41"
1092,龍山社區活動中心(南側),東區龍山里６鄰林森路１段３１１號,龍山里,6-13
1093,龍山社區活動中心(北側),東區林森路１段３１１號,龍山里,"14-18,20,22-24"
1094,臺南市政府衛生局林森辦公室,東區龍山里５鄰林森路１段４１８號,龍山里,"1-5,19,21"
1095,德光里活動中心,東區德光里１８鄰崇德路１１１號,德光里,"1-7,15-20"
1096,德光帅兒園,東區德光里７鄰崇德路１９６號,德光里,"8-14,21-24"
1097,大光寺,南區大恩里２１鄰大同路２段６４０巷９５號,大恩里,"1-8,21-22"
1098,大恩里活動中心,南區大恩里１９鄰大同路２段７５０巷１８６號,大恩里,"9-20,23-24"
1099,臺南基督教會大林會堂,南區大林里６鄰大同路２段４８２巷６０號,大林里,"3-8,14-18"
1100,大林、大忠社區活動中心〈西側〉,南區大忠里２８鄰大同路２段４８２巷１３３弄１５號,大林里,"1-2,9-13,19-20"
1101,北極真武殿〈1樓〉,南區大忠里２４鄰公英一街６４號,大忠里,"1-8,11-16,24"
1102,臺南柯蔡大宗祠,南區大忠里１９鄰大同路２段６４０巷８２弄３號,大忠里,"10,17-23,25-26"
1103,大林、大忠社區活動中心〈東側〉,南區大忠里２８鄰大同路２段４８２巷１３３弄１５號,大忠里,"9,27-39"
1104,新生里活動中心〈南側〉,南區新生里１１鄰大同路２段１３６巷５弄１２號,新生里,1-8
1105,新生里活動中心〈北側〉,南區新生里１１鄰大同路２段１３６巷５弄１２號,新生里,9-20
1106,竹溪里活動中心,南區竹溪里１鄰健康路１段１１３巷５１弄１號,竹溪里,全里
1107,明德社區活動中心,南區明德里６鄰大成路１段６１巷３２號,明德里,全里
1108,長青園〈中山堂〉,南區荔宅里８鄰大成路１段１９２號,荔宅里,全里
1109,大成里活動中心,南區大成里８鄰新興東路２５６號２樓,大成里,全里
1110,新興教會,南區田寮里２６鄰大成路２段１４２號,田寮里,"1-6,26"
1111,田寮社區活動中心〈北側〉,南區田寮里７鄰夏林路３７９號,田寮里,10-17
1112,田寮社區活動中心〈南側〉,南區田寮里７鄰夏林路３７９號,田寮里,"7-9,18-25"
1113,新興國小〈家長會聯誼室〉,南區新興里１１鄰新興路２２號,新興里,"1-11,23"
1114,三官大帝廟,南區新興里２０鄰新興路２３４號,新興里,"12-22,24"
1115,再興里活動中心,南區再興里１７鄰金華路２段２３６號,再興里,1-10
1116,再興社區活動中心,南區再興里１３鄰三官路１７６巷５弄１９號,再興里,11-20
1117,廣州里活動中心,南區廣州里１１鄰健民街２號,廣州里,"3-15,27"
1118,碧龍宮社區活動中心,南區廣州里１９鄰福吉四街６６號,廣州里,"1-2,16-26"
1119,新昌里活動中心,南區新昌里１４鄰府緯街１３６號,新昌里,"1-4,12-13,15-21"
1120,玉聖宮〈管理委員會〉,南區新昌里５鄰夏林路３７號,新昌里,"5-11,14,22"
1121,文華社區活動中心,南區文華里１７鄰永華路１段２７５號,文華里,1-16
1122,文華里里民休閒室,南區文華里１７鄰南樂街１號,文華里,17-28
1123,文南里活動中心3樓〈南側〉,南區文華里２１鄰建南路１５４號３樓,文南里,1-10
1124,文南里活動中心3樓〈北側〉,南區文華里２１鄰建南路１５４號３樓,文南里,"11-18,24-25"
1125,水門宮,南區文南里２６鄰仁南街８６號,文南里,"19-23,26-28"
1126,金華社區活動中心〈南側〉,南區金華里１１鄰慶南街２０１號,金華里,1-10
1127,金華社區活動中心〈北側〉,南區金華里１１鄰慶南街２０１號,金華里,11-23
1128,新興國中〈新興館〉,南區國宅里１７鄰新孝路８７號,金華里,24-34
1129,國宅社區活動中心,南區國宅里１６鄰金華路２段３３巷８１號,國宅里,1-11
1130,新興國中〈二年十一班〉,南區國宅里１７鄰新孝路８７號(請由新興國中南側門－新建路３巷口進入),國宅里,12-23
1131,日新里活動中心,南區日新里７鄰利南街１３６號,日新里,1-8
1132,日新國小〈一年二班〉,南區日新里７鄰金華路１段４７３號,日新里,9-16
1133,光明里活動中心〈東側〉,南區光明里１７鄰新建路１７巷１３號,光明里,"4-9,32-36"
1134,光明里活動中心〈西側〉,南區光明里１７鄰新建路１７巷１３號,光明里,15-26
1135,塩埕保安宮,南區光明里１３鄰塩埕路２９１巷３２弄６１號,光明里,"1-3,10-14,27-31"
1136,白雪社區活動中心,南區白雪里７鄰塩埕路１５７號,白雪里,全里
1137,日新國小〈二年三班〉,南區日新里７鄰金華路１段４７３號,明亮里,"1-2,19-21,23-27"
1138,明亮里活動中心〈東側〉,南區明亮里１１鄰新都路３９６號,明亮里,"7-14,28-29"
1139,明亮里活動中心〈西側〉,南區明亮里１１鄰新都路３９６號,明亮里,"3-6,15-18,22"
1140,府南里活動中心〈1樓〉,南區府南里２７鄰永成路３段５２９號,府南里,19-30
1141,府南里活動中心〈2樓〉,南區府南里２７鄰永成路３段５２９號,府南里,"1-7,15-18"
1142,私立臺南仁愛之家新都養護所〈餐廳〉,南區府南里１４鄰新都路３４６號,府南里,8-14
1143,明興、郡南社區活動中心〈西側〉,南區明興里１１鄰德興路８８號,明興里,"1-8,11,21-23"
1144,帅芽帅兒園,南區明興里１３鄰金華路１段６６號,明興里,"9-10,12-20"
1145,明興、郡南社區活動中心〈東側〉,南區明興里１１鄰德興路８８號,郡南里,"1-5,7-13,21-22,24"
1146,鎮海宮,南區郡南里１８鄰德興路１５１號,郡南里,"6,14-20,23"
1147,建南里活動中心,南區建南里４鄰興隆路８３號,建南里,"1,3-6,10-12"
1148,宗祖聖堂,南區建南里１７鄰興隆路２２５巷１７號,建南里,"13-19,24"
1149,建南社區發展協會,南區建南里２鄰德興路２０９之１號,建南里,"2,7-9,20-23"
1150,南都長壽會,南區南都里９鄰中華南路２段２４７號之１,南都里,1-9
1151,南都里活動中心,南區南都里９鄰中華南路２段２４７之２號,南都里,10-17
1152,南華里活動中心〈1樓〉,南區南華里１０鄰中華南路２段４００巷２弄２９號,南華里,1-12
1153,南華里活動中心〈2樓〉,南區南華里１０鄰中華南路２段４００巷２弄２９號,南華里,13-23
1154,開南里活動中心,南區開南里１２鄰新建路４８號,開南里,"7-12,27-33"
1155,台南市南區老人會,南區白雪里９鄰塩埕路１３１巷７３號,開南里,"1-2,18-23"
1156,台南市開南長壽會,南區開南里２８鄰新建路５３巷１０號之１,開南里,"3-6,13-17,24-26"
1157,彰南里活動中心〈南側〉,南區彰南里６鄰新建路１２號,彰南里,1-10
1158,彰南里活動中心〈北側〉,南區彰南里６鄰新建路１２號,彰南里,11-20
1159,龍崗國小附設帅兒園,南區鯤鯓里２１鄰鯤鯓路１４７號之１,鯤鯓里,1-10
1160,龍山寺,南區鯤鯓里１４鄰鯤鯓路１０２巷８１號,鯤鯓里,11-21
1161,喜樹國小〈北棟1樓台語教室〉,南區喜東里６鄰喜樹路１３３號,喜北里,1-8
1162,萬皇宮〈禮堂〉,南區喜北里１４鄰喜樹路２２２巷５２號,喜北里,9-16
1163,喜樹聯合社區活動中心,南區喜南里１３鄰喜樹路１８１號,喜南里,全里
1164,喜樹國小〈南棟1樓帅兒園餐廳〉,南區喜東里６鄰喜樹路１３３號,喜東里,全里
1165,省躬國小〈一年三班〉,南區省躬里６鄰灣裡路７０號,省躬里,"1-10,14"
1166,省躬國小〈一年一班〉,南區省躬里６鄰灣裡路７０號,省躬里,"11-13,15-18"
1167,省躬社聖化堂,南區省躬里１鄰灣裡路８８巷８５號,永寧里,"1-8,11-15"
1168,永寧社區活動中心,南區永寧里１９鄰灣裡路２６３巷４１號,永寧里,"9-10,16-23"
1169,保安宮,南區松安里３鄰灣裡路２８２巷６８弄１７號,松安里,1-8
1170,松安社區關懷據點,南區松安里２鄰灣裡路２８２巷１０６號之１,松安里,9-14
1171,南岩超峰寺,南區佛壇里３鄰興南街１６８號之１,佛壇里,"1-6,12,15-167-11,"
1172,聖兒帅兒園,南區佛壇里１０鄰灣裡路４９３號,佛壇里,"13-14,17-18"
1173,同安宮〈右室〉,南區同安里７鄰灣裡路３５１巷２１號,同安里,1-9
1174,同安宮〈東側車庫〉,南區興農里１０鄰灣裡路３５１巷４５號旁車庫,同安里,10-17
1175,馬鎮宮,南區興農里８鄰灣裡路２１１巷８８弄１８號,興農里,"1-3,5-10"
1176,怡峰殿舉喜堂(1樓),南區興農里１３鄰萬年一街１６０號,興農里,"4,11-14"
1177,明直宮〈地下室〉,仁德區太子里太子路３５４號,太子里,"11-17,19-23,30"
1178,岳王廟,仁德區太子里太子路６４號,太子里,39-47
1179,太子、土庫里聯合活動中心,仁德區太子里土庫路２號,太子里,"1-9,36-3810,18,"
1180,長興國小〈311教室〉,仁德區土庫里土庫路６號,太子里,"24-29,31-35"
1181,土庫里活動中心,仁德區土庫里土庫三街３９巷２３弄１１號,土庫里,1-12
1182,長興國小〈413教室〉,仁德區土庫里土庫路６號,土庫里,13-23
1183,一甲里活動中心,仁德區一甲里忠義路２５８號,一甲里,1-12
1184,忠義宮,仁德區一甲里忠義路２６０號,一甲里,13-20
1185,仁德國小〈南側資源班〉,仁德區仁義里中正路２段８０６號,仁德里,1-4
1186,清寧太子宮〈活動中心〉,仁德區仁德里仁德三街２６巷１號,仁德里,5-11
1187,仁德區衛生所,仁德區仁德里中山路６０６巷２號,仁德里,"12-16,32"
1188,福祐清宮〈倉庫〉,仁德區仁德里中山路８２６號,仁德里,"17-19,33-42"
1189,仁德里活動中心,仁德區仁德里文心路１３８號,仁德里,"20-31,43"
1190,清寧代天府〈左室〉,仁德區仁義里中清路８２號,仁義里,"4-9,12-14"
1191,清寧代天府〈右室〉,仁德區仁義里中清路８２號,仁義里,16-24
1192,仁德區仁義運動公園〈管理中心〉,仁德區仁義里仁義路１３０號,仁義里,"1-3,15,46,49"
1193,仁德區公所,仁德區仁德里中正路３段５號,仁義里,"10-11,51-55"
1194,仁德公有市場,仁德區仁義里正義一街３９號,仁義里,25-34
1195,仁義宮〈1樓會議室〉,仁德區仁義里中正路２段９９４巷４３號,仁義里,"42-45,47-48,50"
1196,仁德國小〈大禮堂〉,仁德區仁義里中正路２段８０６號,仁義里,35-41
1197,池王宮,仁德區新田里勝利路１７７巷２弄３號,新田里,1-7
1198,北保仔保生宮活動中心,仁德區新田里北保一街４０巷２號,新田里,"10-13,15"
1199,童厝保聖宮〈會議室〉,仁德區新田里北保東路４６巷２弄９號,新田里,"8-9,14,16-18"
1200,德南國小〈1年戊班〉,仁德區後壁里中正路２段２０９號,後壁里,"1-4,21-23,285-10,"
1201,基華宮,仁德區後壁里民安路２段１５４號,後壁里,"13-14,38-40"
1202,仁德區老人文康活動中心,仁德區後壁里德南路６８號,後壁里,"15-20,42-43"
1203,德南國小〈1年甲班〉,仁德區後壁里中正路２段２０９號,後壁里,"24-27,29-30,37"
1204,五帝廟〈1樓會議室〉,仁德區後壁里德善路２１２巷２２號,後壁里,"11-12,41"
1205,二王宮,仁德區後壁里德洋二街４２號,後壁里,31-36
1206,中軍宮,仁德區上崙里德崙路７７巷１１８號,上崙里,"1-4,22-23"
1207,台南市立仁德帅兒園〈活動中心〉,仁德區上崙里民安路２段４３６號,上崙里,"5,9-10,19-21"
1208,崑崙宮〈行館〉,仁德區上崙里德崙路４５６號,上崙里,"6-8,11-18"
1209,蔦松腳活動中心,仁德區上崙里上崙街４５９巷８２號,上崙里,24-29
1210,田厝里活動中心,仁德區田厝里保安路２段４８１號,田厝里,全里
1211,三甲里活動中心,仁德區三甲里１１－５號,三甲里,"全里4-5,12,"
1212,文賢國小〈多功能教室〉,仁德區保安里文賢路１段８８６號,保安里,"15-19,23-241-3,6-11"
1213,保安里活動中心,仁德區保安里文賢二街６號,保安里,",13-14,20-22"
1214,保華宮〈左室〉,仁德區成功里保華路２４３號,成功里,1-11
1215,保華宮〈右室〉,仁德區成功里保華路２４３號,成功里,12-22
1216,成功里活動中心,仁德區成功里保華路２４５號,成功里,23-38
1217,武德宮,仁德區成功里文賢路１段８１巷９０號,成功里,39-47
1218,和愛社區關懷中心,仁德區仁愛里仁愛３號,仁和里,全里
1219,仁和國小〈英語教室〉,仁德區仁愛里保仁路６８號,仁愛里,1-18
1220,仁和國小〈活動中心〉,仁德區仁愛里保仁路６８號,仁愛里,19-30
1221,清王宮〈倉庫〉,仁德區二行里行大街２號,二行里,"1-10,21-22"
1222,二行里活動中心,仁德區二行里行大街２４３號之１,二行里,11-20
1223,萬龍宮,仁德區大甲里行大一街２９７之１號,大甲里,1-12
1224,慈濟宮,仁德區大甲里行大街５１０號,大甲里,13-24
1225,中洲玄天宮,仁德區中洲里３３３號,中洲里,全里
1226,中洲保生宮,仁德區中生里８３號,中生里,"全里10-18,21"
1227,南保、南興里活動中心〈東側〉,歸仁區南保里文化街３段２０８號,南保里,",25-26,34-421-9,19-20"
1228,文化國小,歸仁區文化里文化街２段１３６號,南保里,",22-24,27-33"
1229,歸南國小,歸仁區辜厝里民權南路１７１號,南保里,43-53
1230,歸南國小,歸仁區辜厝里民權南路１７１號,南保里,54-65
1231,南保、南興里活動中心〈西側〉,歸仁區南保里文化街３段２０８號,南興里,"1-4,29-35"
1232,歸南北極殿(右側會議室),歸仁區南興里文化街３段６１２號,南興里,"5-12,36-41"
1233,歸南北極殿(文康室),歸仁區南興里文化街３段６１２號,南興里,13-28
1234,六甲里活動中心〈1樓左側〉,歸仁區六甲里民生十二街４１號,六甲里,1-16
1235,六甲北極殿,歸仁區六甲里民生十二街５９巷１號,六甲里,17-32
1236,六甲里活動中心〈1樓右側〉,歸仁區六甲里民生十二街４１號,六甲里,33-44
1237,潭墘代天府(會議室),歸仁區歸南里民生南街２段２１９－１號,歸南里,1-11
1238,潭墘代天府,歸仁區歸南里民生南街２段２１９－１號,歸南里,"12-281-2,5-13"
1239,後市里活動中心,歸仁區後市里國光街５５號,後市里,",34-35,40-45"
1240,歸仁國中,歸仁區後市里文化街２段２號,後市里,"3-4,14-2627-33,"
1241,歸仁國中,歸仁區後市里文化街２段２號,後市里,"36-39,46-48"
1242,文化國小,歸仁區文化里文化街２段１３６號,文化里,1-11
1243,文化國小,歸仁區文化里文化街２段１３６號,文化里,12-26
1244,辜厝里活動中心〈左側〉,歸仁區辜厝里大順三街４２號,辜厝里,1-19
1245,辜厝里辦公處,歸仁區辜厝里大順三街４２號,辜厝里,20-39
1246,歸南國小,歸仁區辜厝里民權南路１７１號,辜厝里,40-54
1247,檳榔園翰林院,歸仁區新厝里中正南路１段８５巷３號,新厝里,1-14
1248,灣厝北極殿,歸仁區新厝里中正南路１段１３１巷１９號,新厝里,15-29
1249,許厝里活動中心,歸仁區許厝里中山路１段４３７巷９號,許厝里,1-13
1250,許厝代天府,歸仁區許厝里中山路１段４３７巷１１號,許厝里,14-26
1251,台南市歸仁文化中心〈演藝廳〉,歸仁區許厝里亯義南路７８號,許厝里,27-39
1252,歸仁區老人文康中心,歸仁區看西里仁愛南街２８８號,看西里,全里
1253,看東里辦公處,歸仁區看東里忠孝南路１９６號,看東里,全里
1254,崙頂里舊中山堂,歸仁區崙頂里崙頂三街６８巷７號旁,崙頂里,1-15
1255,崙頂里活動中心,歸仁區崙頂里崙頂街３８號,崙頂里,16-30
1256,沙崙里辦公處,歸仁區沙崙里沙崙２６９號,沙崙里,全里
1257,大潭國小,歸仁區大潭里中正南路３段９７號,大潭里,"1-7,19"
1258,大潭國小,歸仁區大潭里中正南路３段９７號,大潭里,"8-18,20-21"
1259,武東里活動中心,歸仁區武東里武東二街４０號,武東里,全里
1260,歸仁國小,歸仁區歸仁里文化街１段１００號,歸仁里,1-15
1261,歸仁里活動中心,歸仁區歸仁里忠孝北路２２１號,歸仁里,16-28
1262,八甲里活動中心,歸仁區八甲里大明三街９號,八甲里,"3-5,8-16"
1263,歸仁區圖書館,歸仁區八甲里大德路１２７號,八甲里,"1-2,6-7,17-25"
1264,七甲里活動中心,歸仁區七甲里七甲一街１３６號,七甲里,1-10
1265,南潭元帥廟文康中心,歸仁區七甲里南潭三街４２號,七甲里,11-20
1266,保西國小(活動中心左側),歸仁區媽廟里中正北路３段６０號,媽廟里,1-12
1267,保西國小(活動中心右側),歸仁區媽廟里中正北路３段６０號,媽廟里,13-28
1268,西埔里活動中心,歸仁區西埔里保大路２段１６６號,西埔里,1-8
1269,大埔福德祠(長壽俱樂部),歸仁區西埔里西埔二街９６號,西埔里,9-15
1270,歸仁區農會大廟辦事處(原托兒所),歸仁區大廟里大廟六街２號,大廟里,"1-3,10-18"
1271,大廟里活動中心,歸仁區大廟里大廟一街３８巷２０號,大廟里,"4-9,19-24"
1272,山西宮(左室),關廟區關廟里４鄰正義街３７號,關廟里,"1-7,12"
1273,關廟里玄武殿(主委辦公室),關廟區關廟里６鄰民生街１１７號,關廟里,"8-11,13-15"
1274,關廟國小,關廟區山西里５鄰文衡路１２１號,山西里,1-12
1275,關廟國小,關廟區山西里５鄰文衡路１２１號,山西里,13-21
1276,關廟農會供銷部,關廟區山西里１０鄰中正路９６３號,香洋里,"1-7,10-12,14"
1277,巡天府(1樓),關廟區香洋里９鄰巡府路７０號,香洋里,"8-9,13,25-30"
1278,觀音寺(社區發展協會),關廟區香洋里１７鄰中央路８２巷２６號,香洋里,15-24
1279,北勢里社區活動中心,關廟區北勢里１０鄰成功路２０６號,北勢里,1-12
1280,池府壇(1樓),關廟區北勢里１１鄰成功路２２０號,北勢里,13-24
1281,新埔里長壽會,關廟區新埔里７鄰新埔三街８３號,新埔里,全里
1282,新光里中山堂,關廟區新光里６鄰新光街２０９號,新光里,全里
1283,五甲里活動中心,關廟區五甲里６鄰大富街８６號,五甲里,"5-11,17-21"
1284,五甲里長青會,關廟區五甲里３鄰旺萊路６７號,五甲里,"1-4,12-16"
1285,東勢里活動中心(舊),關廟區東勢里８鄰旺萊路２６１巷６０號,東勢里,"4-13,27-28"
1286,東勢里社區活動中心(新),關廟區東勢里７鄰旺萊路１３９巷１２號,東勢里,"14,17-22"
1287,關廟國小附設帅兒園,關廟區五甲里１２鄰東安街７０號,東勢里,"1-3,15-16,23-26"
1288,五甲國小,關廟區松腳里７鄰和平路２４６號,松腳里,1-9
1289,五甲國小,關廟區松腳里７鄰和平路２４６號,松腳里,10-18
1290,明德堂,關廟區南花里１２鄰明德街３８號,南花里,1-9
1291,明德堂,關廟區南花里１２鄰明德街３８號,南花里,10-15
1292,花園長壽會,關廟區南花里１３鄰園中街３號,北花里,"1-2,4-12"
1293,青果市場,關廟區北花里１４鄰中正路５６０號,北花里,"3,13-20"
1294,深坑國小,關廟區深坑里１２鄰南雄路１段４８７號,深坑里,1-7
1295,深坑國小,關廟區深坑里１２鄰南雄路１段４８７號,深坑里,8-14
1296,文和國小,關廟區布袋里５鄰長文街３７號,布袋里,1-7
1297,三官府,關廟區布袋里１０鄰長榮街３３２號,布袋里,8-11
1298,福安堂(左室),關廟區田中里８鄰南雄南路６５１巷５號,田中里,全里
