103年屏東縣地方公職人員選舉投開票所設置地點,,,,
投開票所編號,投開票所名稱,投開票所地址,所屬村里,所屬鄰別
616,加祿國民小學教室,屏東縣枋山鄉加祿村會社２８號,加祿村,"1-6,14,15"
617,嘉和社區活動中心,屏東縣枋山鄉加祿村嘉和１２－１０號,加祿村,7-13
618,楓港老人活動中心,屏東縣枋山鄉楓港村舊庄１－２號,楓港村,全村
619,善餘社區活動中心,屏東縣枋山鄉善餘村德隆１９號,善餘村,全村
三地門鄉,,,,
620,大社綜合活動中心,屏東縣三地門鄉大社村８鄰和平路二段３５號,大社村,全村
621,德文村多功能活動中心,屏東縣三地門鄉德文村３鄰德文巷９號,德文村,全村
622,達來村多功能活動中心,屏東縣三地門鄉達來村６鄰達發達旺巷９０號,達來村,全村
623,三地門鄉立體育館,屏東縣三地門鄉三地村１鄰中正路二段１１號,三地村,全村
624,賽嘉國小教室,屏東縣三地門鄉賽嘉村賽嘉巷２號,賽嘉村,全村
625,口社社區活動中心,屏東縣三地門鄉口社村１鄰信義巷１號,口社村,全村
626,馬兒村多功能活動中心,屏東縣三地門鄉馬兒村１鄰馬兒巷２號,馬兒村,全村
627,安坡村多功能活動中心,屏東縣三地門鄉安坡村１鄰高山巷２號,安坡村,全村
628,青山國小教室,屏東縣三地門鄉青山村民族巷９號,青山村,全村
629,青葉村多功能活動中心,屏東縣三地門鄉青葉村７鄰光復巷７３之３號,青葉村,全村
霧臺鄉,,,,
630,谷川社區活動中心,屏東縣霧臺鄉霧台村谷村巷,霧台村,11
631,神山社區活動中心,屏東縣霧臺鄉霧台村神山巷,霧台村,1-3
632,霧台社區活動中心,屏東縣霧臺鄉霧台村中山巷,霧台村,4-10
633,霧台國小勵古百合分校教室,屏東縣霧臺鄉霧台村文化街２００號,吉露村,全村
634,霧台國小勵古百合分校教室,屏東縣霧臺鄉霧台村文化街２００號,阿禮村,全村
635,大武社區活動中心,屏東縣霧臺鄉大武村小山巷,大武村,全村
636,佳暮社區活動中心,屏東縣霧臺鄉佳暮村光明巷,佳暮村,全村
637,好茶部落會議室,屏東縣霧臺鄉好茶村古茶柏安街２２巷１６號,好茶村,全村
瑪家鄉,,,,
638,瑪家村辦公處,屏東縣瑪家鄉瑪家村３鄰瑪卡札亞街１２－２號,瑪家村,全村
639,北葉社區活動中心,屏東縣瑪家鄉北葉村９鄰風景１－１８號,北葉村,全村
640,玉泉社區活動中心,屏東縣瑪家鄉三和村玉泉３９號,三和村,1-4
641,三和社區活動中心,屏東縣瑪家鄉三和村５鄰三和１６號,三和村,5-10
642,美園社區活動中心,屏東縣瑪家鄉三和村１１鄰美園４－１０號,三和村,11-16
643,凉山國小教室,屏東縣瑪家鄉凉山村２鄰凉山２５號,凉山村,全村
644,佳義社區活動中心,屏東縣瑪家鄉佳義村１鄰泰平巷１０號,佳義村,全村
645,排灣社區活動中心,屏東縣瑪家鄉排灣村５鄰排灣５８號,排灣村,全村
泰武鄉,,,,
646,佳平社區活動中心,屏東縣泰武鄉佳平村２鄰佳平巷12號,佳平村,1-5
647,萬安國小馬士分校教室,屏東縣泰武鄉佳平村６鄰獅子１號,佳平村,"6,7"
648,武潭社區活動中心,屏東縣泰武鄉武潭村武潭村2鄰潭中巷８３號,武潭村,全村
649,平和村活動中心,屏東縣泰武鄉平和村３鄰太和巷１７號,平和村,全村
650,萬安村多功能活動中心,屏東縣泰武鄉萬安村１鄰萬安３號,萬安村,全村
651,佳興社區活動中心,屏東縣泰武鄉佳興村2鄰佳興２８號,佳興村,全村
652,吾拉魯滋活動中心,屏東縣泰武鄉泰武村4鄰大武山一街38號,泰武村,全村
來義鄉,,,,
653,來義托兒所舊教室,屏東縣來義鄉來義村３鄰來義２０號,來義村,全村
654,義林托兒所教室,屏東縣來義鄉義林村３鄰義林６２－２號,義林村,1-4
655,大後天主堂,屏東縣來義鄉義林村大後１８號前,義林村,5-7
656,丹林社區活動中心,屏東縣來義鄉丹林村１鄰丹林２５－１號,丹林村,1-4
657,喜樂發發吾社區活動中心,屏東縣來義鄉丹林村６鄰古義路１４號,丹林村,"5,6"
658,古樓社區活動中心,屏東縣來義鄉古樓村１４鄰中正路１０５號,古樓村,全村
659,文樂國小教室,屏東縣來義鄉文樂村新樂１號,文樂村,全村
660,望嘉國小教室,屏東縣來義鄉望嘉村１４鄰望嘉１６５號,望嘉村,全村
661,來義鄉文物館,屏東縣來義鄉南和村１９鄰南和２８９號,南和村,全村
春日鄉,,,,
662,春日國小教室,屏東縣春日鄉春日村春日路３１４號,春日村,全村
663,古華社區活動中心,屏東縣春日鄉古華村古華路２巷４５號,古華村,全村
664,士文社區文化聚會所,屏東縣春日鄉士文村士文路６４號,士文村,全村
665,春日鄉老人文康中心,屏東縣春日鄉七佳村自強一路１８號,七佳村,全村
666,歸崇村聚會所,屏東縣春日鄉七佳村自強一路６０－１號,歸崇村,全村
667,力里社區活動中心,屏東縣春日鄉力里村圓山路１號,力里村,全村
獅子鄉,,,,
668,楓林活動中心,屏東縣獅子鄉楓林村１鄰６號,楓林村,全村
669,丹路活動中心,屏東縣獅子鄉丹路村２鄰１９號,丹路村,全村
670,草埔活動中心,屏東縣獅子鄉草埔村６鄰４６號,草埔村,全村
671,內文活動中心,屏東縣獅子鄉內文村３鄰２８號,內文村,全村
672,竹坑活動中心,屏東縣獅子鄉竹坑村１鄰８號,竹坑村,全村
673,獅子活動中心,屏東縣獅子鄉獅子村３鄰３５號,獅子村,全村
674,內獅活動中心,屏東縣獅子鄉內獅村６鄰６４之１號,內獅村,全村
675,南世活動中心,屏東縣獅子鄉南世村２鄰２９號,南世村,全村
牡丹鄉,,,,
676,大梅社區活動中心,屏東縣牡丹鄉石門村大梅路６８－７號,石門村,9-11
677,石門社區活動中心,屏東縣牡丹鄉石門村１９號,石門村,1-8
678,牡丹社區活動中心,屏東縣牡丹鄉牡丹村５鄰牡丹路９８號,牡丹村,全村
679,東源社區活動中心,屏東縣牡丹鄉東源村東源路１２號,東源村,全村
680,旭海社區活動中心,屏東縣牡丹鄉旭海村旭海路９６號,旭海村,全村
681,高士村舊托兒所教室,屏東縣牡丹鄉高士村高士路５９－１號,高士村,全村
682,高士國小牡林分校教室,屏東縣牡丹鄉四林村四林路８０號,四林村,全村
